"rank","artist","title","releaseYear","listHighestRank","listYear","listWeek","listNumWeeksBest","listNumWeeks","listType"
1,"Queen","Bohemian Rhapsody",1975,1,1976,2,3,24,"top40"
2,"Eagles","Hotel California",1977,8,1977,21,1,14,"top40"
3,"Led Zeppelin","Stairway To Heaven",1971,,,,,,""
4,"Billy Joel","Piano Man",1974,,,,,,""
5,"Deep Purple","Child In Time",1972,9,1975,39,1,22,"top40"
6,"Boudewijn de Groot","Avond",1997,5,1997,14,1,4,"tip"
7,"David Bowie","Heroes",1977,8,1977,52,2,12,"top40"
8,"Claudia de Breij","Mag Ik Dan Bij Jou",2011,29,2014,6,1,5,"top40"
9,"Pink Floyd","Wish You Were Here",1975,,,,,,""
10,"Pearl Jam","Black",1991,,,,,,""
11,"Coldplay","Fix You",2005,3,2005,40,1,7,"tip"
12,"John Lennon","Imagine",1971,5,1981,10,2,18,"top40"
13,"Prince & The Revolution","Purple Rain",1984,1,1984,44,4,15,"top40"
14,"Bruce Springsteen","The River",1981,12,1981,25,2,7,"top40"
15,"Metallica","Nothing Else Matters",1992,5,1992,22,4,14,"top40"
16,"Pink Floyd","Comfortably Numb",1979,,,,,,""
17,"Guns N' Roses","November Rain",1992,4,1992,40,2,18,"top40"
18,"The Beach Boys","God Only Knows",1966,11,1966,38,1,8,"top40"
19,"Dire Straits","Brothers In Arms",1985,,,,,,""
20,"Pink Floyd","Shine On You Crazy Diamond",1975,,,,,,""
21,"AC/DC","Thunderstruck",1990,6,1990,47,2,10,"top40"
22,"Golden Earring","Radar Love",1973,1,1973,37,3,13,"top40"
23,"Simon & Garfunkel","The Sound Of Silence",1966,10,1966,7,1,13,"top40"
24,"Racoon","Oceaan",2012,6,2013,6,1,27,"top40"
25,"Metallica","One",1994,3,1994,21,5,14,"top40"
26,"Dire Straits","Sultans Of Swing",1978,10,1978,36,1,8,"top40"
27,"Meat Loaf","Paradise By The Dashboard Light",1978,1,1978,51,3,23,"top40"
28,"Johnny Cash","Hurt",2003,,,,,,""
29,"Leonard Cohen","Hallelujah",1984,,,,,,""
30,"Toto","Africa",1982,2,1982,33,1,10,"top40"
31,"U2","One",1992,11,1992,13,1,6,"top40"
32,"Nirvana","Smells Like Teen Spirit",1991,3,1992,1,3,15,"top40"
33,"Coldplay","Viva La Vida",2009,1,2008,40,3,31,"top40"
34,"Pearl Jam","Just Breathe",2009,14,2010,2,1,11,"top40"
35,"Queen","Innuendo",1991,4,1991,7,2,9,"top40"
36,"Coldplay","Clocks",2003,2,2003,18,2,17,"top40"
37,"The Alan Parsons Project","Old And Wise",1982,19,1983,2,1,6,"top40"
38,"David Bowie","Space Oddity",1969,4,1975,50,2,17,"top40"
39,"The Beatles","Hey Jude",1968,1,1968,37,7,21,"top40"
40,"The Cure","A Forest",1980,31,1980,36,2,4,"top40"
41,"Coldplay","The Scientist",2002,4,2002,49,1,6,"tip"
42,"Guus Meeuwis","Brabant",2004,8,2003,12,1,6,"tip"
43,"Fleetwood Mac","Go Your Own Way",1977,1,1977,13,3,13,"top40"
44,"Pearl Jam","Alive",1992,13,1992,10,1,7,"top40"
45,"Amy Winehouse","Back To Black",2006,18,2011,33,1,3,"top40"
46,"The Doors","Riders On The Storm",1971,7,1971,34,1,9,"top40"
47,"Adele","Someone Like You",2011,3,2011,24,2,25,"top40"
48,"Supertramp","School",1974,33,1990,14,1,3,"top40"
49,"U2","Sunday Bloody Sunday",1985,3,1985,43,1,11,"top40"
50,"Red Hot Chili Peppers","Under The Bridge",1992,1,1992,14,3,15,"top40"
51,"Guns N' Roses","Sweet Child O' Mine",1988,24,1989,39,1,10,"top40"
52,"Simon & Garfunkel","Bridge Over Troubled Water",1970,5,1970,12,2,12,"top40"
53,"Dire Straits","Telegraph Road",1982,,,,,,""
54,"Phil Collins","In The Air Tonight",1981,1,1981,12,3,12,"top40"
55,"Wim Sonneveld","Het Dorp",1974,27,1974,23,1,5,"top40"
56,"Otis Redding","(Sittin' On) The Dock Of The Bay",1968,6,1968,11,3,17,"top40"
57,"Paolo Nutini","Iron Sky",2014,30,2015,5,1,3,"top40"
58,"Queen","Somebody To Love",1976,1,1977,2,3,13,"top40"
59,"U2","With Or Without You",1987,2,1987,16,2,12,"top40"
60,"The Rolling Stones","Sympathy For The Devil",1973,14,1973,44,1,5,"top40"
61,"The Rolling Stones","Paint It Black",1966,1,1966,24,7,25,"top40"
62,"Metallica","Enter Sandman",1991,12,1991,38,1,8,"top40"
63,"Acda En De Munnik","Het Regent Zonnestralen",1998,3,1999,7,1,8,"tip"
64,"Queen","Love Of My Life",1975,,,,,,""
65,"AC/DC","Highway To Hell",1979,27,1979,35,1,4,"top40"
66,"Pink Floyd","Another Brick In The Wall",1979,3,1980,3,2,11,"top40"
67,"Dire Straits","Private Investigations",1982,1,1982,40,4,11,"top40"
68,"The Beatles","Let It Be",1970,1,1970,12,1,9,"top40"
69,"Ramses Shaffy & Liesbeth List","Pastorale",1969,3,1969,43,3,14,"top40"
70,"Rage Against The Machine","Killing In The Name Of",1992,16,1993,41,1,8,"top40"
71,"The Animals","The House Of The Rising Sun",1964,,,,,,""
72,"Adele","Hello",2015,1,2015,44,5,21,"top40"
73,"AC/DC","Whole Lotta Rosie",1978,3,1978,28,1,13,"top40"
74,"Robbie Williams","Angels",1998,14,1998,11,1,14,"top40"
75,"Radiohead","Creep",1993,17,1993,25,3,8,"top40"
76,"Snow Patrol","Chasing Cars",2006,24,2006,42,1,7,"top40"
77,"Billy Joel","Goodnight Saigon",1983,1,1983,5,3,11,"top40"
78,"The Rolling Stones","Angie",1973,1,1973,42,4,23,"top40"
79,"Electric Light Orchestra","Mr. Blue Sky",1978,11,1978,9,2,10,"top40"
80,"R.E.M.","Losing My Religion",1991,1,1991,17,3,13,"top40"
81,"Klein Orkest","Over De Muur",1984,10,1984,30,1,13,"top40"
82,"Dotan","Home",2014,2,2014,28,4,25,"top40"
83,"Eric Clapton","Tears In Heaven",1992,17,1992,13,1,10,"top40"
84,"Adele","Make You Feel My Love",2008,3,2009,7,2,21,"top40"
85,"The Verve","Bitter Sweet Symphony",1997,11,1997,33,1,9,"top40"
86,"Queen","Who Wants To Live Forever",1986,7,1992,19,1,9,"top40"
87,"Queen & David Bowie","Under Pressure",1981,1,1981,50,1,10,"top40"
88,"Marco Borsato","Dochters",2008,1,2008,46,3,19,"top40"
89,"Foo Fighters","The Pretender",2007,,,,,,""
90,"Queen","Don't Stop Me Now",1979,14,1979,11,1,7,"top40"
91,"Jeff Buckley","Hallelujah",1994,,,,,,""
92,"The Scene","Iedereen Is Van De Wereld",1991,24,1993,32,1,5,"top40"
93,"Van Dik Hout","Stil In Mij",1994,23,1994,33,1,9,"top40"
94,"Bette Midler","The Rose",1980,,,,,,""
95,"Supertramp","Fool's Overture",1977,,,,,,""
96,"The Beatles","Blackbird",1968,,,,,,""
97,"The Beatles","Yesterday",1965,1,1965,46,6,23,"top40"
98,"Simple Minds","Belfast Child",1989,1,1989,10,2,11,"top40"
99,"The Rolling Stones","Gimme Shelter",1969,,,,,,""
100,"Bob Dylan","Hurricane",1975,,,,,,""
101,"Adele","Rolling In The Deep",2010,1,2011,5,7,29,"top40"
102,"Sting","Fragile",1988,10,1988,23,1,9,"top40"
103,"Eagles","Desperado",1973,,,,,,""
104,"The Beatles","Here Comes The Sun",1969,,,,,,""
105,"Oasis","Wonderwall",1995,9,1996,7,1,12,"top40"
106,"Elvis Presley","Suspicious Minds",1969,6,1969,47,2,13,"top40"
107,"Falco","Jeanny",1985,1,1986,14,2,13,"top40"
108,"Eagles","The Last Resort",1976,,,,,,""
109,"Metallica","Master Of Puppets",1986,,,,,,""
110,"Leonard Cohen","Suzanne",1968,,,,,,""
111,"Coldplay","Yellow",2000,11,2000,37,1,5,"tip"
112,"U2","Where The Streets Have No Name",1987,10,1987,39,2,8,"top40"
113,"Black Sabbath","Paranoid",1970,2,1970,43,3,14,"top40"
114,"Red Hot Chili Peppers","Californication",2000,9,2000,30,1,10,"top40"
115,"Golden Earring","When The Lady Smiles",1984,1,1984,9,2,10,"top40"
116,"Stef Bos","Papa",1991,8,1991,12,2,8,"top40"
117,"Adele","Skyfall",2012,1,2012,42,6,20,"top40"
118,"Kate Bush","Wuthering Heights",1978,4,1978,14,2,11,"top40"
119,"Procol Harum","A Whiter Shade Of Pale",1967,1,1967,24,8,25,"top40"
120,"Kensington","War",2014,7,2015,6,1,29,"top40"
121,"Lou Reed","Perfect Day",1972,,,,,,""
122,"The Moody Blues","Nights In White Satin",1968,2,1968,4,2,14,"top40"
123,"Michael Jackson","Billie Jean",1983,2,1983,9,1,19,"top40"
124,"Led Zeppelin","Whole Lotta Love",1969,4,1970,4,1,14,"top40"
125,"Ed Sheeran","Thinking Out Loud",2014,1,2014,49,5,31,"top40"
126,"Ramses Shaffy","Laat Me",1978,5,1978,40,1,3,"tip"
127,"U2","The Unforgettable Fire",1985,8,1985,22,2,9,"top40"
128,"Muse","Uprising",2009,22,2009,36,2,6,"top40"
129,"Depeche Mode","Enjoy The Silence",1990,8,1990,15,2,9,"top40"
130,"Deep Purple","Smoke On The Water",1973,12,1973,33,1,5,"top40"
131,"ABBA","Dancing Queen",1976,1,1976,36,5,20,"top40"
132,"Kyteman","Sorry",2009,17,2009,44,1,5,"top40"
133,"Racoon","Love You More",2005,3,2005,37,4,23,"top40"
134,"Simon & Garfunkel","The Boxer",1969,3,1969,21,3,11,"top40"
135,"Muse","Knights Of Cydonia",2006,,,,,,""
136,"Herman Brood","Saturday Night",1978,23,1978,36,1,6,"top40"
137,"The White Stripes","Seven Nation Army",2003,22,2003,25,1,5,"top40"
138,"Michael Jackson","Man In The Mirror",1988,16,1988,11,1,6,"top40"
139,"Jackson Browne","The Load Out / Stay",1977,,,,,,""
140,"R.E.M.","Everybody Hurts",1993,4,1993,30,4,13,"top40"
141,"Bruce Springsteen","Born To Run",1975,,,,,,""
142,"U2","I Still Haven't Found What I'm Looking For",1987,6,1987,28,2,9,"top40"
143,"Stromae","Formidable",2013,4,2014,3,2,24,"top40"
144,"Adele","When We Were Young",2015,14,2016,12,1,15,"top40"
145,"Radiohead","Street Spirit",1995,28,1996,15,1,6,"top40"
146,"The Amazing Stroopwafels","Oude Maasweg",1982,10,1982,6,1,5,"tip"
147,"Earth Wind & Fire","September",1979,18,1979,4,3,7,"top40"
148,"Creedence Clearwater Revival","I Put A Spell On You",1972,3,1972,45,3,17,"top40"
149,"Michael Jackson","Earth Song",1995,4,1996,1,2,15,"top40"
150,"Bryan Adams","Summer Of '69",1984,5,1990,37,1,12,"top40"
151,"Frans Halsema","Voor Haar",1977,,,,,,""
152,"Kensington","Streets",2014,22,2014,18,1,11,"top40"
153,"Eminem","Lose Yourself",2002,1,2003,2,4,17,"top40"
154,"Dolly Parton","Jolene",1974,14,1974,28,1,6,"tip"
155,"Pearl Jam","Jeremy",1991,10,1992,43,1,4,"tip"
156,"Motörhead","Ace Of Spades",1980,,,,,,""
157,"Linkin Park","In The End",2001,5,2002,7,1,19,"top40"
158,"Bruce Springsteen","Streets Of Philadelphia",1994,6,1994,15,4,15,"top40"
159,"Pharrel Williams","Happy",2013,1,2013,42,4,49,"top40"
160,"Rammstein","Du Hast",1997,,,,,,""
161,"Sting","Fields Of Gold",1993,,,,,,""
162,"David Bowie","Let's Dance",1983,1,1983,17,2,11,"top40"
163,"Ramses Shaffy","Zing Vecht Huil Bid Lach Werk En Bewonder",1971,21,1971,16,1,3,"top40"
164,"Aerosmith","Dream On",1973,12,1994,8,2,8,"top40"
165,"ABBA","The Winner Takes It All",1980,1,1980,34,6,14,"top40"
166,"Kings Of Leon","Sex On Fire",2008,29,2008,43,1,5,"top40"
167,"Maaike Ouboter","Dat Ik Je Mis",2013,2,2013,24,2,17,"top40"
168,"Foo Fighters","Everlong",1997,,,,,,""
169,"Charles Aznavour","She",1974,18,1974,34,1,8,"top40"
170,"John Miles","Music",1976,2,1976,20,1,16,"top40"
171,"Queen","The Show Must Go On",1991,7,1991,51,2,12,"top40"
172,"Frank Boeijen","Zeg Me Dat Het Niet Zo Is",1990,34,1990,8,1,3,"top40"
173,"Nirvana","Come As You Are",1991,14,1992,15,1,6,"top40"
174,"Jacques Brel","Ne Me Quitte Pas",1965,,,,,,""
175,"Paul Simon","Graceland",1987,,,,,,""
176,"Michael Jackson","Thriller",1983,3,1984,2,2,7,"top40"
177,"Leonard Cohen","So Long Marianne",1968,,,,,,""
178,"A-Ha","Take On Me",1985,1,1985,48,1,12,"top40"
179,"Jimi Hendrix Experience","All Along The Watchtower",1968,10,1968,47,1,8,"top40"
180,"Anouk","Nobody's Wife",1997,2,1997,46,4,20,"top40"
181,"Adele","Set Fire To The Rain",2011,1,2011,14,1,23,"top40"
182,"David Bowie","Life On Mars",1971,,,,,,""
183,"Elbow","One Day Like This",2008,,,,,,""
184,"U2","Beautiful Day",2000,1,2000,43,2,17,"top40"
185,"Muse","Psycho",2015,,,,,,""
186,"The Scene","Blauw",1991,14,1991,27,1,7,"top40"
187,"Rammstein","Sonne",2001,30,2001,14,1,5,"top40"
188,"U2","Bad",1984,,,,,,""
189,"Iron Maiden","Fear Of The Dark",1993,,,,,,""
190,"Slayer","Angel Of Death",1986,,,,,,""
191,"Marillion","Kayleigh",1985,16,1985,32,1,8,"top40"
192,"3 Doors Down","Kryptonite",2000,17,2000,43,1,8,"top40"
193,"Dire Straits","Money For Nothing",1985,4,1985,34,1,7,"tip"
194,"Ed Sheeran","I See Fire",2014,13,2014,13,2,29,"top40"
195,"Eddie Vedder","Society",2007,,,,,,""
196,"Santana","Samba Pa Ti",1970,11,1973,49,1,10,"top40"
197,"John Legend","All Of Me",2013,1,2014,4,4,34,"top40"
198,"Hozier","Take Me To Church",2014,2,2015,1,4,28,"top40"
199,"Gary Moore","Still Got The Blues",1990,2,1990,25,2,11,"top40"
200,"Bon Jovi","Bed Of Roses",1993,14,1993,20,1,17,"top40"
201,"Guns N' Roses","Paradise City",1989,4,1989,18,2,11,"top40"
202,"Live","Lightning Crashes",1995,13,1996,2,1,4,"tip"
203,"André Hazes","Bloed, Zweet En Tranen",2002,,,,,,""
204,"Passenger","Let Her Go",2012,1,2012,50,2,24,"top40"
205,"Neil Young","Heart Of Gold",1972,9,1972,10,1,9,"top40"
206,"Radiohead","Karma Police",1997,33,1997,34,1,4,"top40"
207,"Prince","When Doves Cry",1984,5,1984,35,1,12,"top40"
208,"Tracy Chapman","Fast Car",1988,1,1988,28,2,13,"top40"
209,"Journey","Don't Stop Believin'",1981,14,1982,6,1,4,"tip"
210,"Radiohead","Paranoid Android",1997,5,1997,29,1,6,"tip"
211,"André Hazes","Kleine Jongen",1990,17,1990,41,2,7,"top40"
212,"Creedence Clearwater Revival","Have You Ever Seen The Rain",1971,6,1971,8,2,11,"top40"
213,"Bob Marley & The Wailers","Redemption Song",1980,,,,,,""
214,"Simple Minds","Don't You (Forget About Me)",1985,1,1985,22,3,15,"top40"
215,"Pink Floyd","Echoes",1971,,,,,,""
216,"Mark & Clark Band","Worn Down Piano",1977,8,1977,26,1,7,"top40"
217,"The Beach Boys","Good Vibrations",1966,4,1966,49,1,14,"top40"
218,"The Beatles","While My Guitar Gently Weeps",1968,,,,,,""
219,"The Who","Baba O'Riley",1971,13,1971,46,1,7,"top40"
220,"Coldplay","A Sky Full Of Stars",2014,6,2014,24,3,27,"top40"
221,"Alicia Keys","Empire State Of Mind",2009,8,2010,13,2,12,"top40"
222,"The Cranberries","Zombie",1994,2,1994,52,2,16,"top40"
223,"Bob Marley & The Wailers","No Woman No Cry",1975,25,1975,43,1,7,"top40"
224,"Queen","I Want To Break Free",1984,1,1984,21,2,12,"top40"
225,"Genesis","Mama",1983,7,1983,40,2,8,"top40"
226,"Faithless","Insomnia",1995,12,1996,47,1,15,"top40"
227,"Kensington","Riddles",2015,23,2015,24,2,22,"top40"
228,"Boston","More Than A Feeling",1977,11,1977,6,1,7,"top40"
229,"The Doors","The End",1967,,,,,,""
230,"David Bowie","Rebel Rebel",1974,12,1974,12,1,6,"top40"
231,"Golden Earring","Another 45 Miles",1969,25,1993,12,1,5,"top40"
232,"Jason Paige","Gotta Catch 'Em All",1997,,,,,,""
233,"The Police","Roxanne",1979,21,1979,28,1,6,"top40"
234,"Chef'Special","In Your Arms",2014,20,2014,17,3,28,"top40"
235,"Kansas","Dust In The Wind",1978,19,1978,20,2,7,"top40"
236,"U2 & Mary J. Blige","One (2005)",2007,2,2006,17,2,22,"top40"
237,"System Of A Down","Chop Suey!",2001,22,2001,50,1,6,"top40"
238,"Queens Of The Stone Age","No One Knows",2002,39,2002,46,2,2,"top40"
239,"Kate Bush","The Man With The Child In His Eyes",1978,27,1978,31,1,5,"top40"
240,"The Rolling Stones","You Can't Always Get What You Want",1969,,,,,,""
241,"The Beatles","A Day In The Life",1967,,,,,,""
242,"Sting","Englishman In New York",1988,9,1988,13,1,8,"top40"
243,"Editors","Papillon",2009,23,2009,45,1,5,"top40"
244,"The Killers","Mr. Brightside",2005,,,,,,""
245,"Bruce Springsteen","I'm On Fire",1985,1,1985,29,3,13,"top40"
246,"The Cult","She Sells Sanctuary",1986,11,1986,12,1,4,"tip"
247,"Boudewijn de Groot","Testament",1967,,,,,,""
248,"Elvis Presley","In The Ghetto",1969,4,1969,29,2,15,"top40"
249,"Neil Young","Old Man",1972,15,1972,20,1,3,"tip"
250,"Scorpions","Wind Of Change",1991,1,1991,22,3,14,"top40"
251,"Mark Ronson Feat. Bruno Mars","Uptown Funk!",2014,4,2015,1,2,28,"top40"
252,"Nirvana","Lithium",1991,16,1992,33,1,5,"top40"
253,"The Common Linnets","Calm After The Storm",2014,2,2014,21,1,13,"top40"
254,"Prince & The Revolution","Sometimes It Snows In April",1996,,,,,,""
255,"The Mamas & The Papas","California Dreamin'",1966,,,,,,""
256,"André Hazes","Zij Gelooft In Mij",2000,1,2004,41,2,7,"top40"
257,"Oasis","Don't Look Back In Anger",1996,33,1996,12,1,3,"top40"
258,"Led Zeppelin","Kashmir",1975,,,,,,""
259,"Cuby & The Blizzards","Window Of My Eyes",1968,10,1968,43,1,10,"top40"
260,"Keane","Somewhere Only We Know",2004,15,2004,24,2,10,"top40"
261,"10CC","Dreadlock Holiday",1978,1,1978,45,3,17,"top40"
262,"Bruce Springsteen","Dancing In The Dark",1984,1,1985,25,1,19,"top40"
263,"Bill Withers","Ain't No Sunshine",1971,21,1971,48,1,6,"top40"
264,"Guns N' Roses","Knocking On Heaven's Door",1992,1,1992,27,3,18,"top40"
265,"Creedence Clearwater Revival","Fortunate Son",1969,,,,,,""
266,"Kayak","Ruthless Queen",1979,6,1979,13,2,10,"top40"
267,"De Dijk","Als Ze Er Niet Is",1994,5,1994,44,1,12,"top40"
268,"Fleetwood Mac","Sara",1980,10,1980,3,2,7,"top40"
269,"Janis Joplin","Me And Bobby McGee",1971,17,1971,13,2,8,"top40"
270,"David Bowie","Starman",1972,,,,,,""
271,"Gotye","Somebody That I Used To Know",2011,1,2011,42,5,38,"top40"
272,"Mumford & Sons","The Cave",2010,,,,,,""
273,"Damien Rice","9 Crimes",2006,5,2007,2,1,8,"tip"
274,"Acda En De Munnik","Lopen Tot De Zon Komt",1997,,,,,,""
275,"ABBA","The Day Before You Came",1982,3,1982,46,2,7,"top40"
276,"Santana","Black Magic Woman",1970,7,1971,2,1,6,"tip"
277,"Ike & Tina Turner","Proud Mary",1971,6,1971,20,2,18,"top40"
278,"Sinead O'Connor","Troy",1987,5,1988,4,2,9,"top40"
279,"Peter Fox","Haus Am See",2009,17,2009,29,1,13,"top40"
280,"Alphaville","Forever Young",1984,18,1984,48,1,7,"top40"
281,"Eric Clapton","Layla",1992,4,1992,46,1,11,"top40"
282,"Green Day","Boulevard Of Broken Dreams",2004,34,2004,51,1,4,"top40"
283,"Van Morrison","Brown Eyed Girl",1967,16,1967,39,1,7,"top40"
284,"Creedence Clearwater Revival","Bad Moon Rising",1969,10,1969,28,1,7,"top40"
285,"Eagles","One Of These Nights",1975,5,1975,31,3,8,"top40"
286,"Metallica","Fade To Black",1984,,,,,,""
287,"De Jeugd Van Tegenwoordig","Sterrenstof",2010,8,2010,48,1,10,"top40"
288,"Alice Cooper","Halo Of Flies",1973,5,1973,33,2,10,"top40"
289,"Peter Gabriel","Solsbury Hill",1977,11,1977,19,1,9,"top40"
290,"Volbeat","Lola Montez",2013,,,,,,""
291,"Cat Stevens","Morning Has Broken",1972,5,1972,10,1,9,"top40"
292,"Snow Patrol","Run",2004,22,2010,11,3,8,"top40"
293,"Johnny Cash","Ring Of Fire",1963,,,,,,""
294,"The Rolling Stones","(I Can't Get No) Satisfaction",1965,1,1965,38,5,30,"top40"
295,"Michel Fugain","Une Belle Histoire",1972,,,,,,""
296,"Within Temptation","Ice Queen",2002,4,2002,7,3,16,"top40"
297,"Arctic Monkeys","Do I Wanna Know",2013,,,,,,""
298,"Bløf","Liefs Uit Londen",1998,13,1998,12,4,11,"top40"
299,"Joe Cocker","With A Little Help From My Friends",1968,2,1968,45,2,17,"top40"
300,"Boudewijn de Groot","Verdronken Vlinder",1966,12,1970,40,1,3,"tip"
301,"Jefferson Airplane","White Rabbit",1970,3,1970,33,2,12,"top40"
302,"Freddie Mercury & Montserrat Caballé","Barcelona",1987,2,1992,35,3,13,"top40"
303,"Peter Maffay","Du",1971,1,1971,10,5,17,"top40"
304,"Bruce Springsteen","Thunder Road",1975,,,,,,""
305,"Evanescence","My Immortal",2003,5,2004,3,2,17,"top40"
306,"Alice Cooper","Poison",1989,10,1989,42,1,7,"top40"
307,"Seal","Kiss From A Rose",1994,4,1995,36,1,12,"top40"
308,"Frank Boeijen Groep","Kronenburg Park",1985,12,1985,24,3,11,"top40"
309,"Peter Gabriel & Kate Bush","Don't Give Up",1986,4,1987,3,2,12,"top40"
310,"David Bowie","Ashes To Ashes",1980,11,1980,41,2,8,"top40"
311,"Bløf","Aan De Kust",1998,27,1998,31,1,11,"top40"
312,"Editors","Smokers Outside The Hospital Doors",2007,,,,,,""
313,"Lynyrd Skynyrd","Free Bird",1974,,,,,,""
314,"Muse","Plug In Baby",2001,,,,,,""
315,"Ultravox","Vienna",1981,1,1981,15,3,12,"top40"
316,"Neil Young","Rockin' In The Free World",1989,,,,,,""
317,"Daft Punk","Get Lucky",2013,2,2013,19,6,24,"top40"
318,"The Police","Every Breath You Take",1983,6,1983,25,2,9,"top40"
319,"Queen","Killer Queen",1974,3,1975,3,2,11,"top40"
320,"Dire Straits","Walk Of Life",1985,20,1986,2,1,8,"top40"
321,"Meat Loaf","Bat Out Of Hell",1977,,,,,,""
322,"Billy Joel","She's Always A Woman To Me",1978,12,1978,30,1,10,"top40"
323,"The Waterboys","The Whole Of The Moon",1986,21,1986,6,1,7,"top40"
324,"Golden Earring","Twilight Zone",1982,1,1982,38,2,10,"top40"
325,"Armin van Buuren","This Is What It Feels Like",2013,3,2013,19,5,26,"top40"
326,"Bløf","Zo Stil",2012,17,2012,45,1,12,"top40"
327,"Metallica","Unforgiven",1991,27,1992,1,1,4,"top40"
328,"America","A Horse With No Name",1972,11,1972,5,1,7,"top40"
329,"Robbie Williams","Feel",2002,1,2002,51,2,20,"top40"
330,"Red Hot Chili Peppers","Snow (Hey Oh)",2006,5,2007,2,1,18,"top40"
331,"Bob Marley & The Wailers","Three Little Birds",1977,,,,,,""
332,"Guus Meeuwis","Geef Mij Je Angst",2004,1,2005,15,7,26,"top40"
333,"Queen","These Are The Days Of Our Lives",1991,,,,,,""
334,"Goo Goo Dolls","Iris",1999,8,1999,26,1,12,"top40"
335,"Faithless","God Is A DJ",2004,1,1998,39,1,12,"top40"
336,"Normaal","Oerend Hard",1977,2,1977,22,1,11,"top40"
337,"Massive Attack","Unfinished Sympathy",1991,1,1991,14,1,10,"top40"
338,"Normaal","Deurdonderen",1982,17,1982,24,2,6,"top40"
339,"Skik","Op Fietse",1997,29,1997,46,1,7,"top40"
340,"Tom Odell","Another Love",2012,8,2013,5,2,16,"top40"
341,"Fleetwood Mac","Dreams",1977,8,1977,41,2,7,"top40"
342,"Boudewijn de Groot","De Vondeling Van Ameland",2004,,,,,,""
343,"B.B. King","The Thrill Is Gone",1969,,,,,,""
344,"Madness","One Step Beyond",1979,34,1979,51,1,4,"top40"
345,"Bob Dylan","Like A Rollin' Stone",1965,7,1965,38,2,12,"top40"
346,"Coldplay","Paradise",2011,3,2011,40,1,23,"top40"
347,"Neil Young","Like A Hurricane",1977,,,,,,""
348,"The Band","The Weight",1968,22,1968,42,1,6,"top40"
349,"Rowwen Hèze","November",2000,,,,,,""
350,"Queensrÿche","Silent Lucidity",1990,27,1991,25,1,4,"top40"
351,"Ramses Shaffy & Liesbeth List & Alderliefste","Laat Me (Vivre)",2005,18,2009,51,1,15,"top40"
352,"Phil Collins","Against All Odds",1984,10,1984,18,2,10,"top40"
353,"Within Temptation","Mother Earth",2002,25,2002,25,2,10,"top40"
354,"Prince","Sign 'O' The Times",1987,6,1987,15,1,10,"top40"
355,"Eagles","Take It Easy",1972,,,,,,""
356,"De Dijk","Niemand In De Stad",1990,,,,,,""
357,"Mumford & Sons","Little Lion Man",2009,4,2010,6,1,5,"tip"
358,"Racoon","Don't Give Up The Fight",2011,20,2012,11,1,7,"top40"
359,"Frank Sinatra","My Way",1969,36,1968,46,1,4,"top40"
360,"The Doors","L.A. Woman",1971,,,,,,""
361,"Sinead O'Connor","Nothing Compares 2 U",1990,1,1990,7,8,16,"top40"
362,"U2","Pride",1984,8,1984,41,2,11,"top40"
363,"Justin Timberlake","Can't Stop The Feeling",2016,1,2016,24,8,24,"top40"
364,"Counting Crows & Bløf","Holiday In Spain",2004,1,2004,25,5,20,"top40"
365,"Kensington","Sorry",2016,15,2016,48,1,5,"top40"
366,"Earth Wind & Fire","Fantasy",1978,6,1978,14,2,13,"top40"
367,"Bastille","Pompeii",2013,14,2013,31,2,12,"top40"
368,"Dire Straits","Romeo And Juliet",1980,,,,,,""
369,"Elvis Costello","She",1999,10,1999,34,2,4,"tip"
370,"De Dijk","Dansen Op De Vulkaan",1987,4,1987,43,1,6,"tip"
371,"Green Day","Basket Case",1994,4,1994,49,1,5,"tip"
372,"10CC","I'm Not In Love",1975,5,1975,27,2,10,"top40"
373,"Bløf","Harder Dan Ik Hebben Kan",1999,11,1999,14,1,12,"top40"
374,"Marco Borsato","Margherita",1996,3,1996,26,1,14,"top40"
375,"ABBA","Eagle",1978,4,1978,23,2,9,"top40"
376,"Nirvana","The Man Who Sold The World (unplugged)",1994,,,,,,""
377,"The Doors","Light My Fire",1967,25,1967,34,1,10,"top40"
378,"ABBA","Thank You For The Music",1978,38,1984,19,2,3,"top40"
379,"David Bowie","China Girl",1983,2,1983,27,1,10,"top40"
380,"Kiss","I Was Made For Loving You",1979,1,1979,31,4,17,"top40"
381,"Van Morrison","Have I Told You Lately That I Love You",1989,11,1989,33,1,9,"top40"
382,"Pink Floyd","Time",1973,,,,,,""
383,"Joy Division","Love Will Tear Us Apart",1980,,,,,,""
384,"Aerosmith","I Don't Want To Miss A Thing",1998,3,1998,36,3,16,"top40"
385,"Michael Jackson","Smooth Criminal",1988,1,1988,52,1,12,"top40"
386,"Michael Jackson","Dirty Diana",1988,2,1988,26,1,9,"top40"
387,"The Beatles","Strawberry Fields Forever",1967,1,1967,9,4,13,"top40"
388,"Iron Maiden","Can I Play With Madness",1988,14,1988,20,1,7,"top40"
389,"Bruce Springsteen","Born In The USA",1985,10,1985,29,2,9,"top40"
390,"Herbert Grönemeyer","Halt Mich",1988,23,1988,47,2,5,"top40"
391,"Michael Jackson","Beat It",1983,1,1983,19,4,11,"top40"
392,"Eric Clapton","Wonderful Tonight",1988,3,1988,38,3,12,"top40"
393,"Abel","Onderweg",2000,1,2000,7,6,17,"top40"
